Iteration,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE
0.0,0.8352610770536962,0.8406289312314716,1.0440904702868774,1.0434444929111977
1.0,0.8315412255015263,0.8372957946357329,1.0397025215731013,1.040681974707117
2.0,0.8213005613612192,0.8291730115996256,1.0289957621700119,1.0331688890214084
3.0,0.8063583095031508,0.816862993334594,1.0156081996829394,1.0211595142987384
4.0,0.786430538739575,0.7998106934861247,0.9926991789197205,1.0108573840108122
5.0,0.769729234576809,0.7964998252920339,0.9719291306684532,0.9974415209357754
6.0,0.763970170674185,0.7823569888353888,0.9685595810190659,0.9847148061775312
7.0,0.7537067925579543,0.7931088487187572,0.9551786617956947,0.9987216229148831
8.0,0.7497263608716694,0.7763497004403587,0.951253861890071,0.9856815191237575
9.0,0.7494929436739131,0.7739622816453049,0.9507294661081149,0.9780830500689178
10.0,0.745898808146286,0.7688510832491408,0.9439632383431106,0.9733210951261666
11.0,0.7477280858757706,0.78441270757097,0.9498873617371428,0.9940642942402931
12.0,0.749460363243793,0.7764270840333444,0.9509849831586832,0.9731297860491133
13.0,0.747739237638291,0.781336801388949,0.9501374273687453,0.9852636828266579
14.0,0.7484378651897813,0.7788686489351463,0.9506001564792614,0.9825127006571776
15.0,0.7571219795962252,0.7697515600223303,0.9566749606668042,0.9723421042059286
16.0,0.7499861632159963,0.7911374579492578,0.9487244425663318,1.0002551983228907
17.0,0.7498665328845339,0.7827346287181665,0.9495280847333659,0.9967212710717996
18.0,0.7483895072157158,0.7802376474496571,0.952918267537071,0.9840701830289832
19.0,0.7531567613135177,0.7878957511844619,0.9549305674561467,0.9981176025419451
