Iteration,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE
0.0,0.8446673709752751,0.8426900913963177,1.053357570764593,1.0551105263833813
1.0,0.6723391346958951,0.7531494411096992,0.851678474931432,0.9399392341786302
2.0,0.7043606252989685,0.7699410132985508,0.8902837886078006,0.9706091391346031
3.0,0.7151193018291767,0.7553322650944726,0.9053405191031505,0.954435737332938
4.0,0.7302241103211252,0.7682090282937489,0.9237896867413918,0.9665749267475727
5.0,0.7395913313123181,0.7614545036254267,0.9322240440931969,0.9639363500838414
6.0,0.7360570777129336,0.7500184592072924,0.9363960340477688,0.9427076295180018
7.0,0.7384159791905065,0.7542225296300444,0.9354617126527397,0.9543702899498167
8.0,0.7447134927767911,0.765506384201268,0.9416684634035695,0.9595126425710258
9.0,0.7480457623355089,0.7646011624920843,0.9514061775861942,0.9625700485004682
10.0,0.7462656077600552,0.7581897456247114,0.9414837857253153,0.9527797217839244
11.0,0.7382191123622668,0.7586485645708103,0.9350052040487427,0.9540434455395598
12.0,0.7406539800079751,0.756305886721154,0.9388207820292981,0.9593997617994351
13.0,0.737543435799576,0.7727447128792885,0.94024493627735,0.967344026135637
14.0,0.7384550349599405,0.7551086719355379,0.9387403674143912,0.9500334589673582
15.0,0.7340305814960245,0.771816244759372,0.9275737561128531,0.9746102664085697
16.0,0.7351372696108351,0.7569686855905069,0.9345863771895075,0.9671616940885385
17.0,0.7459871346261746,0.7722787496153128,0.947087552989386,0.9623691629418437
18.0,0.7463769985112388,0.7583186491585325,0.9504786158268974,0.9605395663610419
19.0,0.7420170919535211,0.7805205105695817,0.9370505321176733,0.9812040966346589
