Iteration,Train_MAE_0,Test_MAE_0,Train_RMSE_0,Test_RMSE_0,Train_MAE_1,Test_MAE_1,Train_RMSE_1,Test_RMSE_1,Train_MAE_2,Test_MAE_2,Train_RMSE_2,Test_RMSE_2,Train_MAE_3,Test_MAE_3,Train_RMSE_3,Test_RMSE_3,Tot_Train_MAE,Tot_Test_MAE,Tot_Train_RMSE,Tot_Test_RMSE
0.0,0.8265726863300107,0.8433178837570198,1.029654394037504,1.08694989006105,0.8989884419002878,0.8630982470067212,1.11260696752517,1.0856307246124255,0.8220865266463262,0.8759928967649305,1.0300344993673187,1.1119728164426002,0.8095128396857983,0.8240558113242129,1.013946236737075,1.0328689627842078,0.8353882869852168,0.8514727353502367,1.0432559118998928,1.0780641838855207
1.0,0.7639792781695718,0.826819730400909,0.9649007529604027,1.063047517969436,0.8158496903768973,0.8472942292372255,1.0293022006372958,1.0566672226537506,0.778882938139982,0.8301603459991944,0.9864872345384293,1.0637410554237063,0.7759657719037597,0.8181345846426141,0.9696588673160419,1.0381926142484292,0.7832048703163831,0.8295167214775777,0.9868732410496999,1.0543160155674132
2.0,0.7398797311876777,0.8190158617317703,0.9324360876383371,1.0414593023846732,0.8008348317333153,0.8709503326972013,1.0049329735813346,1.0864638885073086,0.7577841325164417,0.7754879912298045,0.9615760663648122,1.0078895605617846,0.7568974171521439,0.8180937672194977,0.9567084548652236,1.0279015573198327,0.7634916844727515,0.8166446928665465,0.9644134430236584,1.0371239526007587
3.0,0.7191733684931713,0.8189791948586888,0.910343202360563,1.0322769520652768,0.808147930421531,0.8655088395684565,1.004028657907802,1.0739552801218184,0.7459518794728495,0.7862095946509925,0.945158316171287,1.0023656750898022,0.749246528190222,0.7887941496392483,0.9496686000421674,1.0030673886899206,0.7554421310339783,0.8097103757232238,0.9533573755475828,1.0235383563815765
4.0,0.7358909192117485,0.818084577384006,0.9302419304649991,1.022584913674981,0.7889839274618682,0.8303301604906629,0.9980849188927605,1.0525980202751601,0.7305860321029082,0.7714458575189939,0.9291286054399173,0.9998890743013297,0.7538269705763219,0.7810029907714763,0.9510449077971136,0.9912448610850374,0.7511040604732286,0.795210584775303,0.9511059119478675,1.0127571405858768
5.0,0.723456698578058,0.8280332859496882,0.9091289918274894,1.0672353028735404,0.7932670173140769,0.8277729861422232,1.0000481134564991,1.0455436771737245,0.7272912187950792,0.7913834937148121,0.9169950689540766,1.0232025379789014,0.7335256448058488,0.7856300775923262,0.9320911944957802,0.9986460785214145,0.7425693822400701,0.8038774074426728,0.9385079391053152,1.0285359104131024
6.0,0.7398250418360022,0.8314946766235376,0.9388147820590054,1.053281587435464,0.7996552935004617,0.8364728823457941,0.9951059957335777,1.0554352119981774,0.7292232518647633,0.7937640236165439,0.9238887614929102,1.0178368477596402,0.733057068843244,0.7872092202656067,0.9275417889712776,0.9942872279454047,0.7472789374080379,0.8075489098101301,0.9432303666018829,1.0252177866900314
7.0,0.7428967000654182,0.8420866966966822,0.9361094475724746,1.060040922196699,0.7805726155389062,0.8413669861745261,0.981191009408997,1.049548827283581,0.713982567322161,0.7761790047483568,0.9144809959354337,1.0019177147658835,0.7289125655768033,0.7640434085044279,0.9247913101177044,0.9787747455997565,0.7378875400426239,0.7980433871345168,0.936023477537775,1.0158038430352108
8.0,0.7197831376646111,0.8213480476865203,0.9175317696594001,1.0511096685087908,0.7768774473064984,0.8152057734830236,0.9816251804138917,1.0292353807307595,0.7255544251366172,0.7606352997067148,0.926162596267763,0.9943459612318909,0.7303190595614487,0.782564787119982,0.9288368180479062,0.9896309488608723,0.7369174283223571,0.7897875610483142,0.937547542064249,1.0107035053968902
9.0,0.7242068728576656,0.8370459269194034,0.9222786606209668,1.0614049029007,0.7887887871637034,0.837953749572788,0.9871189742137567,1.0600583608664285,0.7366605582411588,0.7977692552183716,0.931743159333761,1.0238286605858813,0.7400033857898819,0.7629994353123568,0.9345474352533624,0.9617787503153474,0.7465696952886609,0.8026183996242707,0.9430016262569008,1.0199775455372444
10.0,0.7292714163468615,0.8613978129980874,0.9160702261289867,1.1083715746467675,0.788583577186414,0.8577169239427581,0.9956315657143341,1.0726461493646902,0.7483541023503162,0.8064717785977799,0.9423315942741831,1.0192888238319926,0.737449763157692,0.7916519092408295,0.9325658527956426,0.9841836484017573,0.7501722003046022,0.8225905133632138,0.9463981276705853,1.0367210615541038
11.0,0.7314301772887127,0.8349229567859738,0.9197073422591908,1.0468888245330592,0.7717181372910803,0.8584392623073387,0.9752584341582455,1.088790570844162,0.7424934685030291,0.7521135669632593,0.9451183720177251,0.9834080867322567,0.7461755549722657,0.7623085878293969,0.943596636685497,0.9553449134089644,0.7478789006506666,0.7926041961042445,0.9467098999828119,1.0098347488794626
12.0,0.7238275613375245,0.8030950708614304,0.9205268733322854,1.0277790912397855,0.7753109321193319,0.7920488557687366,0.9727114394344156,1.0336735412818867,0.7360056088866724,0.764871285689453,0.9311294232199779,0.9778822988221763,0.7375959769936048,0.7702129999899432,0.93583836185598,0.9817238878683763,0.7426955849359391,0.7790948817496944,0.9397152454497484,1.0001254678250662
13.0,0.7306114747679132,0.8567118467355472,0.9255191151146729,1.0807307543292708,0.7674057186577625,0.8453741177892207,0.9739381439146012,1.0687671519227242,0.7248501232789925,0.7967537211455096,0.9252052944321295,1.0240819865731319,0.7412632445025604,0.7703300004269518,0.9327932169116828,0.9775509409049845,0.7399782725321314,0.8096414835749748,0.9381589151867483,1.0301557213296648
14.0,0.7443735129045219,0.8258894610746715,0.9335684995231928,1.0632666825030506,0.7654264393216456,0.8108499892185359,0.9747665388665544,1.0243689280179886,0.7333087585829737,0.7954494962092077,0.9239422561411168,1.0140091473972928,0.7326280184849406,0.7451774794254,0.9246380612117969,0.9487942187240744,0.7419034468933755,0.7886865170794909,0.9369018322403527,1.0057608066743011
