Iteration,Train_MAE_0,Test_MAE_0,Train_RMSE_0,Test_RMSE_0,Train_MAE_1,Test_MAE_1,Train_RMSE_1,Test_RMSE_1,Train_MAE_2,Test_MAE_2,Train_RMSE_2,Test_RMSE_2,Train_MAE_3,Test_MAE_3,Train_RMSE_3,Test_RMSE_3,Tot_Train_MAE,Tot_Test_MAE,Tot_Train_RMSE,Tot_Test_RMSE
0.0,0.8062150463859737,0.8361113074102178,0.9982304964859428,1.0730086036329147,0.8840572213956329,0.8542456609671831,1.0988460072946598,1.0688571382803294,0.826714434346306,0.8715131708377171,1.0312857736576189,1.1058096496535725,0.8189143950348742,0.8322883170009262,1.0240560143752324,1.059171522893229,0.8328776067560141,0.8494850921202669,1.0381169663011884,1.0779442154636656
1.0,0.7992042399988939,0.8352812795372984,0.9947646930607548,1.0634519916063019,0.8689000483527507,0.8566311494395122,1.0805801309495535,1.0723828452544861,0.8005660734275097,0.8541775132187914,1.003354793267795,1.0787245999668378,0.791819826225959,0.8185357602947531,0.9995523652561084,1.0382541948659942,0.8121807988140014,0.8403835626066132,1.0176363042273557,1.0623507525109168
2.0,0.7893768284308555,0.8179271125272105,0.9885646232669677,1.0404792238097273,0.8524001184137857,0.8558420248786401,1.0633647800374615,1.060293027841781,0.7758407619209077,0.8120935120100518,0.9817516949833442,1.056013317637364,0.7892642061590177,0.818964135350575,0.9919126621669178,1.035979955106098,0.798670297830498,0.8245550631144197,1.0039501046904251,1.0480544932523779
3.0,0.784763508884959,0.8506222981316053,0.9875339304009216,1.0871207178492621,0.8370370880642956,0.8462640068304708,1.0571623215551968,1.057480835443434,0.7675794898091297,0.811209846924772,0.974748113705091,1.0484126655440957,0.7802526071848723,0.8220772048961396,0.98553653914403,1.032640780720134,0.7893153473281823,0.8290199843916544,0.9983691616463789,1.0525410432892268
4.0,0.7792112685029577,0.8125535058039468,0.9796353466970367,1.0477460895396988,0.8198947689437166,0.8242707446074432,1.032762944673659,1.0328795934949786,0.747994127088178,0.8204006950099957,0.9515925574202885,1.0556198424299577,0.772013756367438,0.8068725427070328,0.9745783565565379,1.0291147900094937,0.7762331592711602,0.8156706002153463,0.9813528425191128,1.0412941295896154
5.0,0.7664597650621783,0.8460899262945782,0.9686186434959934,1.0826974489340828,0.8077058440954304,0.8284983486224341,1.0086748690389935,1.040651582156186,0.7460040680329421,0.8251863835268997,0.951323758289793,1.0574139854034639,0.7775940032045051,0.8092468796463225,0.9782058057084192,1.0272512889567724,0.7724858063721789,0.8247084135948746,0.9750861000815565,1.0492523650728085
6.0,0.7763051776997353,0.8290830802060837,0.974186138688277,1.0557019919447699,0.7801034876697933,0.8087022021386776,0.985936280286558,1.0060554898449616,0.7478088872083616,0.8144678023416387,0.938940943304745,1.038733303408815,0.7681332476130068,0.7893575152031089,0.965811033170449,1.0128415396474824,0.7659977121204167,0.8081203759850704,0.96363261706849,1.0270026284934257
7.0,0.78239247271069,0.8336293134145638,0.9720491956828272,1.0551928787998794,0.7822480111911985,0.8506208033728468,0.9886589246112789,1.0494289071289393,0.7317086800106355,0.7805950918647516,0.9260567554733417,1.0148842429170182,0.7622796219403074,0.8108269620002223,0.9661577357333826,1.0243764589645403,0.7608760156961849,0.8142239697671821,0.9601788745129314,1.0324516394049768
8.0,0.772347311178444,0.8273018868171113,0.9659431254683963,1.0488601585292654,0.7898937023966862,0.8089074580608667,0.9941620757532856,1.0351990862720404,0.730450018463596,0.8257175586697484,0.927925930294904,1.0402479010865349,0.7505924088114841,0.8216128032735692,0.9530811975413819,1.0253290111402298,0.7567446535314876,0.8211592906171236,0.9568142479104913,1.0361522611580931
9.0,0.7730865914104972,0.8305021070700692,0.9613865321734248,1.0639546303902159,0.8015477015386661,0.8613992145228918,1.0018440441962246,1.0666504851814234,0.7321774145104991,0.8143223672607398,0.9244067530117671,1.0534476425429533,0.7440388006487776,0.7904090172089241,0.9423959177769872,1.009273570232048,0.7578637314643143,0.8198690250576464,0.9534157499943916,1.0448234339526978
