Iteration,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE
0.0,0.8345645427458502,0.8342466509712444,1.0414483000899875,1.0443403456036189
1.0,0.8005173779679836,0.8024435753746617,1.0110255741937448,1.0108200225915702
2.0,0.7782524196123854,0.79252084946583,0.9850144765384664,1.0008181842539383
3.0,0.7714617132962587,0.783766010768599,0.977859316969664,0.98503440216481
4.0,0.7637284715255458,0.7741285344875349,0.9659307347801656,0.974026461417208
5.0,0.7574702770966344,0.7692358071825636,0.9614182887973922,0.9711931018059219
6.0,0.7556803554438126,0.7751853603838722,0.9580772314199598,0.9670259400909348
7.0,0.7525739265069469,0.7539548026195573,0.956626376124604,0.9526355679310027
8.0,0.7494424763535261,0.7688586014671259,0.9530910267116115,0.9681123731806753
9.0,0.7488739446855347,0.7584466911481214,0.9503590685629052,0.9585021357214922
10.0,0.7483501523069832,0.7627200698871546,0.9497106831924134,0.9583500374119288
11.0,0.7448416774858526,0.7537258455068626,0.945550367842436,0.9459813786732888
12.0,0.7481269114578482,0.7566567348915687,0.9498460247461269,0.9584755634297936
13.0,0.7501875732779058,0.7586203478726927,0.9490844728384294,0.9603273749057347
14.0,0.7492593064998143,0.7718523094232567,0.9507782811395945,0.9700593482554203
15.0,0.7487575797277879,0.7590676421892572,0.9516670042836763,0.9589922305136636
16.0,0.7477749985048109,0.7756195538588366,0.944671402249972,0.9813921077945362
17.0,0.7439779765764208,0.7687731017336898,0.9440164307846031,0.9651743352674566
18.0,0.7484341126002563,0.7529667966405684,0.9470603548909752,0.94968119824536
19.0,0.7466055937467109,0.7461583429620284,0.9488237692025555,0.9419659247221456
