Iteration,Train_MAE_0,Test_MAE_0,Train_RMSE_0,Test_RMSE_0,Train_MAE_1,Test_MAE_1,Train_RMSE_1,Test_RMSE_1,Train_MAE_2,Test_MAE_2,Train_RMSE_2,Test_RMSE_2,Train_MAE_3,Test_MAE_3,Train_RMSE_3,Test_RMSE_3,Tot_Train_MAE,Tot_Test_MAE,Tot_Train_RMSE,Tot_Test_RMSE
0.0,0.8074801782446209,0.840721726166892,1.0012273994837522,1.0728778466119504,0.8848305886931899,0.8586049772589891,1.0963854175673418,1.0676441251360562,0.8268468162439769,0.8653489497465375,1.0329493756891996,1.0950168435497396,0.8104237814211972,0.8195728122722791,1.011129775542365,1.0301857932917067,0.8306971300988424,0.8454628681190973,1.034675076602289,1.0656330310067288
1.0,0.8080093529959661,0.8465672800638084,1.0021550158127597,1.067014240087296,0.8783405421588117,0.8626449435420114,1.0937198608229601,1.0760638948112846,0.8207360780799067,0.8511021336112432,1.0245945467314856,1.088840301135478,0.8063567930642939,0.8093019702282115,1.0092322481414844,1.0230884018092965,0.8263145454319277,0.8399033912158913,1.0311505771690364,1.0623710839431386
2.0,0.7934844397570362,0.83711274450096,0.989427885483049,1.060968196117996,0.858377304711061,0.8688641176744046,1.0733392301002385,1.083444246370087,0.8025238380909594,0.855301564620364,1.0110293839689348,1.0857230594679899,0.7780867217460076,0.8197887177102451,0.9870393399432981,1.0378812342838235,0.8052934531020763,0.8440376532277284,1.0136109929561683,1.0663312689032751
3.0,0.7914076533336791,0.8365779407141727,0.9856137394155414,1.0674614151180635,0.8436412487905656,0.8394068078005092,1.060525243739805,1.0640483122417534,0.791565232555403,0.8551052785016209,1.0002153862146648,1.0843885335188566,0.7753988306167054,0.820921626504703,0.9743949959736905,1.0480728143356688,0.7976524820610482,0.8379613103888921,1.0030238265263154,1.0659804491263225
4.0,0.7919947228860302,0.8378156641187983,0.986691463254635,1.0686407508312574,0.8575342936917417,0.8780085103424798,1.0665176496611728,1.0996875671767932,0.7867444904612994,0.8486377482842549,0.9912712358387198,1.0829914068182667,0.7753570382152135,0.8185258050648266,0.9785499126254612,1.039435918175061,0.7992457441198917,0.8437088691172895,1.0031271958220875,1.0708501448728664
5.0,0.7878393912130031,0.8205096723346156,0.9844308044435535,1.0612111870556584,0.8319890582439224,0.8616720440598193,1.04232509446007,1.0881682718822496,0.7769125792932298,0.8279478735099541,0.9777708856506858,1.0697332464607758,0.7721104286917423,0.8096670057998399,0.9762982648014658,1.0203462155085983,0.7891027940483,0.8281842200991519,0.9925890085113995,1.057278189092933
6.0,0.786442974656795,0.8409100716148333,0.9744966778455507,1.0712979538816216,0.8147355630779461,0.8118707961906806,1.0208276439898145,1.038557508514151,0.7674033854818396,0.8228058388177485,0.9719795057493894,1.0385711895401732,0.7771989722857847,0.7929358013344528,0.977707163199996,1.017775438543939,0.7838750423955066,0.8145152743939225,0.9847684213443461,1.038150402806233
7.0,0.7749808684859918,0.8622306129790139,0.9707449600545907,1.0805438947962371,0.7841615770175611,0.8438867726446825,0.9884493129178626,1.0644703750023004,0.7491391260492026,0.8016146596855056,0.949761573874382,1.0371932206618573,0.762659894001001,0.8115177421375035,0.9676510456872385,1.0203414943212759,0.7653451651872444,0.8244349769176198,0.9673252085130631,1.0457713982713692
8.0,0.7822842574264135,0.8356198927781942,0.9800257948336539,1.0760534811182174,0.7840359401611529,0.8595388839106918,0.9846580888230405,1.0813595288553541,0.7661446360011571,0.8298763475319693,0.9685335782126692,1.0659889758494026,0.769871295061631,0.7943314178145788,0.9768452516385552,1.0137741487593268,0.7739683164360371,0.8262850078746155,0.9765824737866715,1.0553717097156048
9.0,0.7739171635417476,0.8368388093524572,0.9763761631727047,1.0672294361851868,0.7726829797140257,0.8539611991654887,0.9763044603381266,1.06057511389963,0.7483070900243184,0.8051762969200503,0.9470035717925205,1.0361763499720045,0.7661819653137237,0.8030483293094324,0.9728051851131533,1.0150764004139015,0.7635441784603669,0.8205363558649363,0.966479936356967,1.0406057087481844
10.0,0.7652355999289646,0.8300132594049957,0.9633407242480764,1.0546443090704134,0.7864434828466981,0.8609778958595835,0.9926474900800364,1.0777826845505303,0.7506666463663983,0.8188914151711559,0.9531429821558578,1.0529880881241394,0.7659147390120522,0.8205551580977463,0.9633351982602558,1.042053859749879,0.7655598283442118,0.8303388941930521,0.9666038669322684,1.0552764708996567
11.0,0.7714832716851527,0.829113259369417,0.9678110110255614,1.0599662509609056,0.7867032931968257,0.8544946502552336,0.9921591057985262,1.094207022740587,0.7495841526948724,0.8133654955187826,0.9459909953910837,1.0388769880507545,0.7562822710433366,0.7969984622935781,0.9523989911626589,1.026601110180215,0.763438167140727,0.8198890669435241,0.9618265922408046,1.0509347467651646
12.0,0.7643848345606691,0.8307506602045849,0.9570695647058689,1.0699961131914772,0.8031381272575375,0.8625523486804887,1.0059182225646224,1.0988630457170945,0.7455431824570203,0.8248254891253703,0.9446085549322106,1.0547054355934666,0.7525756953842465,0.8026270121363299,0.9500901968733456,1.0246605081675104,0.7633147922502204,0.8270857093589882,0.9618453473476953,1.0579308620550278
13.0,0.755512828457717,0.8341184015923381,0.9586724481778004,1.0704837606800004,0.7948515232922566,0.8541964599806349,1.0033413022528723,1.0697810919243753,0.7434519050243119,0.7967184947618992,0.9416277804529571,1.0353168989734907,0.74766791141042,0.7996893352735075,0.9568569205587497,1.0267154701647878,0.7578333097183322,0.8165164885136557,0.9627353711221788,1.0464413549328915
14.0,0.772821421913177,0.8484987599414888,0.9685833390643541,1.0869982864485639,0.7943954272168415,0.8518081451116918,1.0053604341004168,1.0679704752498087,0.7552362277448049,0.8488889838701161,0.9598256044527773,1.0846980577250867,0.7497533223941638,0.8119523119153914,0.9498229332768763,1.0378526617978368,0.7650129758604122,0.8380866196783614,0.9682168270119763,1.067346216225922
15.0,0.7662977098193353,0.832608328475723,0.9663942980930073,1.0593318236403186,0.7666988386027682,0.8491181491919292,0.9678402562196355,1.0721632578110376,0.7344119014467488,0.8158155063500455,0.9347210443781769,1.0457976716596942,0.7521192764161787,0.8032628712990765,0.9538526749227065,1.0170236403617763,0.7523973230964719,0.8220315068652043,0.953377947833502,1.0451789877417066
16.0,0.7646282194895845,0.854996466105567,0.9635753261126251,1.0899451391305954,0.7933680686451482,0.8412764164570998,1.001590188846809,1.0723587378417443,0.7429221360003991,0.82643351550753,0.9397449905761052,1.073909003352089,0.7341008388480789,0.7927728819534371,0.9333518058108939,1.0010033900808208,0.7548078746089848,0.8243244416829435,0.9555420868854659,1.0546283634889517
17.0,0.7466509807253643,0.859429710704776,0.9388320685224244,1.0993861128046756,0.7944104386003991,0.8484425710953224,0.9972564131784891,1.0889307876389853,0.733374746685052,0.8383457390709642,0.9343377718340742,1.073573030517858,0.7470425324920957,0.7930649710404797,0.9461150570107494,1.0095638628086931,0.7529288473013466,0.8303245525911294,0.952450137130812,1.0623620479643914
18.0,0.7696910257349922,0.8670163855720451,0.9561302778740034,1.0911029973732107,0.7847421321850532,0.8539027787650889,0.9948811477476188,1.06229138246935,0.7387498514544177,0.8213774465368037,0.9335527114569978,1.0466414922480691,0.7457107246925835,0.7779530077866685,0.9431948237133524,0.9902485092584231,0.7561811289273707,0.8230671143707816,0.9538573333938464,1.0411888122840587
